,recipe_id,original_frames,dropped_frames
4725,dish_1551320684,125,54
4726,dish_1558640294,18,3
4727,dish_1551488415,115,39
4728,dish_1562689620,28,8
4729,dish_1564159543,34,17
4730,dish_1566838351,31,8
4731,dish_1551141710,116,77
4732,dish_1564171888,32,1
4733,dish_1551228551,114,76
4734,dish_1551564084,115,52
4735,dish_1558116436,32,29
4736,dish_1565119439,33,10
4737,dish_1551564053,114,24
4738,dish_1566847043,29,1
4739,dish_1561574394,34,4
4740,dish_1564086602,28,9
4741,dish_1560444756,28,9
4742,dish_1561996535,26,13
4743,dish_1566849327,666,486
4744,dish_1558549605,35,1
4745,dish_1568314857,36,18
4746,dish_1566242298,40,11
4747,dish_1551391122,116,35
4748,dish_1561147944,21,5
4749,dish_1568143362,38,18
4750,dish_1558027057,28,5
4751,dish_1559841870,28,21
4752,dish_1562168471,31,5
4753,dish_1561996579,27,14
4754,dish_1561661324,29,6
4755,dish_1563568292,28,13
4756,dish_1551307170,115,39
4757,dish_1557861837,163,59
4758,dish_1550778312,116,84
4759,dish_1561753203,37,5
4760,dish_1560369255,28,2
4761,dish_1551122614,116,19
4762,dish_1568315132,32,24
4763,dish_1550874729,116,27
4764,dish_1551374783,115,39
4765,dish_1562958603,31,10
4766,dish_1559841979,28,10
4767,dish_1551399340,119,32
4768,dish_1550773284,114,11
4769,dish_1550778401,116,25
4770,dish_1561481634,28,2
4771,dish_1563295334,60,18
4772,dish_1572280018,28,21
4773,dish_1558718088,12,3
4774,dish_1571934124,28,12
4775,dish_1565711326,30,8
4776,dish_1565813446,30,7
4777,dish_1563393182,31,7
4778,dish_1551493123,117,68
4779,dish_1559239985,26,5
4780,dish_1562703382,28,17
4781,dish_1562096907,33,12
4782,dish_1551493278,117,23
4783,dish_1551222638,115,51
4784,dish_1563984835,31,0
4785,dish_1563824339,36,7
4786,dish_1551223195,116,33
4787,dish_1565984245,28,7
4788,dish_1551133789,128,47
4789,dish_1551378635,116,77
4790,dish_1565209922,33,15
4791,dish_1551492093,116,35
4792,dish_1563826272,36,9
